PC1,PC2,Clusters
-1732.0317318467714,5.717699624515149,0
-692.0316536055761,10.287645652223489,0
-31639.032122723293,-14.599437904582885,0
-26799.032140563795,-15.66860173593247,0
-36999.03094073536,47.587353625885356,0
-62492.032165275596,-16.820754734432583,0
-48865.03127074955,30.120597471323862,0
-45132.032040403836,-10.34673736057266,0
-14132.03166239435,9.53321236111006,0
-14132.031662377238,9.5332795722897,0
-58599.03056730385,67.38842357676037,0
-45132.032040403836,-10.34673736057266,0
-65825.032186331,-18.38151463868047,0
-33705.032210637786,-19.597354215547128,0
-36999.03094073536,47.587353625885356,0
-26799.032140601717,-15.670600837911635,0
-57172.03140863581,23.785233429793067,0
-62492.03216533334,-16.82374573685516,0
-29439.030577592755,66.85551417317396,0
-57172.03140781855,23.828211281859694,0
-40332.03145339346,21.699470137037707,0
-38239.030704404664,59.817225520538955,0
-10225.032490488637,-33.855504575715756,0
-52759.03111232151,38.56443532574028,0
-37332.030332356226,79.56527742103182,0
-26532.032481400878,-33.36378195774141,0
-50265.03218462886,-17.438789918948586,0
-30732.030781639245,55.9576856291759,0
-16425.032143752615,-16.021905354584106,0
-58599.03056084688,67.72828360034077,0
-24785.03223148099,-21.022527662719625,0
-30732.030781639245,55.9576856291759,0
-10225.032490488637,-33.855504575715756,0
-26332.031756623444,4.936060353215041,0
-41865.030742452625,58.3275445378309,0
-12879.03082602218,53.183704929970645,0
-50372.031549350446,16.668545025818787,0
-21692.03176531804,4.654795369180093,0
-50265.03218375685,-17.392806542120454,0
-65825.032186331,-18.38151463868047,0
-1319.0310864128405,39.550389538284634,0
-12959.0321420838,-16.307776478802083,0
-33225.03220916598,-18.32010159099606,0
-36999.0309400339,47.6269622584627,0
-9732.030598913087,65.53487998254488,0
-46172.03022877412,85.31692032640305,0
-13865.03199598848,-7.671248134420068,0
-45132.032040403836,-10.34673736057266,0
-56772.03048930911,72.92543723727405,0
-13865.03199595047,-7.669248865493131,0
-24785.032231423625,-21.019529731308353,0
-26399.032014293916,-9.30424366809639,0
-58599.03056730385,67.38842357676037,0
-34972.03054328964,69.58220052098832,0
-65825.0321863305,-18.38151294144943,0
-12879.030820676096,53.46557851375397,0
-48865.03127074934,30.120602111461693,0
-3785.0316262790293,11.026546008282779,0
-27132.03112277112,39.09254387540918,0
-48865.03127074955,30.120597471323862,0
-46172.03023013947,85.24495265513158,0
-57172.03140863581,23.785233429793067,0
-31492.032178189285,-17.689396576802764,0
-32625.03247802821,-33.15035393702796,0
-41865.03074247268,58.32654436008369,0
-37332.03219977027,-18.868433418860505,0
-27092.031878724403,-2.291087384094155,0
-45639.03226647308,-22.314520559827344,0
-26292.032106205996,-14.332342027769101,0
-17332.03184358243,0.15625751053620718,0
-21572.03183460838,0.443991835885825,0
-31492.032178189285,-17.689396576802764,0
-3799.0316273540666,10.966522947811995,0
-32625.03247802821,-33.15035393702796,0
-21572.03183460876,0.44398893430835074,0
-45999.03203253451,-10.10816431305848,0
-51199.03076536482,57.6697572513898,0
-37332.030332356226,79.56527742103182,0
-29092.032035131473,-9.866980909174089,0
-4719.031333126681,26.465677222511374,0
-26532.032481400878,-33.36378195774141,0
-17332.03184358243,0.15625751053620718,0
-26532.032486082055,-33.61066698740039,0
-29092.032035131473,-9.866980909174089,0
-26279.03212515457,-15.337111536180714,0
-12945.030232018995,84.36582473823074,0
-14132.03166239435,9.53321236111006,0
-1319.0310864133935,39.55039037412726,0
-21692.03176531804,4.654795369180093,0
-25599.030984378274,46.350977026717544,0
-45639.03226647308,-22.314520559827344,0
-29439.030577592144,66.85551404082986,0
-13132.03072523285,58.500910001223446,0
-32625.032463290816,-32.37369596617634,0
-16439.032118876203,-14.71357041841037,0
-50265.03218375685,-17.392806542120454,0
-52759.03111196132,38.58342658713633,0
-25999.03085907575,51.641934222730555,0
-59572.0322791207,-22.26446960465509,0
-26799.032140601717,-15.670600837911635,0
-22332.031042163435,43.3578126595649,0
-46172.03023013947,85.24495265513158,0
-24799.032231009303,-21.0040637514214,0
-3785.0316244013666,11.125496648610252,0
-9732.030598662182,65.54790581048948,0
-13865.03199595047,-7.669248865493131,0
-21572.03183460838,0.443991835885825,0
-1332.031064535753,40.70148545179052,0
-21692.031765128137,4.664793886145702,0
-10225.032490484737,-33.8554451454923,0
-5332.0318272064615,1.808825530967269,0
-45999.032032835734,-10.124152839792458,0
-33705.032210637786,-19.597354215547128,0
-45625.031288302824,30.418376601195234,0
-14799.032596689358,-38.61523626893724,0
-52759.03111232151,38.56443532574028,0
-31492.032178208232,-17.690395896506132,0
-45639.03226647308,-22.314520559827344,0
-25999.030853443808,51.93880233698772,0
-4732.031359110522,25.11089452897309,0
-15105.030578068283,67.3928446982386,0
-29092.03203515045,-9.867983230753197,0
-26399.03199391198,-8.230396314153325,0
-45999.03203253451,-10.10816431305848,0
-33705.03224494032,-21.405540808457815,0
-17332.031843453646,0.16327848503631515,0
-12945.032143802964,-16.404901968754615,0
-25999.030853443808,51.93880233698772,0
-38239.030704404664,59.817225520538955,0
-30732.030789661425,55.53487389067564,0
-26332.031760206446,4.747145553520582,0
-27079.03211495548,-14.738937594923485,0
-38239.0307045189,59.811225448741,0
-26279.032125155325,-15.337107508769506,0
-26332.031756623444,4.936060353215041,0
-41865.03074247268,58.32654436008369,0
-62492.03216533334,-16.82374573685516,0
-4719.031332122337,26.51865516386934,0
-26399.031993911718,-8.230399003296185,0
-23639.032401426433,-28.5257742622629,0
-29439.030577592755,66.85551417317396,0
-20199.030744030257,58.60824787031035,0
-16425.032147420716,-16.21485594628561,0
-27079.032108870102,-14.418082156135384,0
-24772.032239513093,-21.316467159392403,0
-36972.0309361344,47.64964055127314,0
-31505.03218355903,-17.97983708111991,0
-16372.032260410255,-22.039324915702082,0
-25959.03089656215,49.675887233729156,0
-16172.032593024283,-38.68239610852163,0
-19399.030261730106,83.79475521038188,0
-10199.032493048348,-34.34640410111099,0
-37292.03219454462,-18.606042173054746,0
-45972.03203248003,-10.108247351067675,0
-26239.032076104108,-12.619479445705181,0
-58572.03056479627,67.33374055183484,0
-26399.032019438804,-9.432430137977562,0
-12932.032144747733,-16.324127923219137,0
-29065.032033370546,-9.958154518282726,0
-4692.0313617709035,25.097819011784622,0
-38465.03065657528,63.12841616213916,0
-50265.032177328714,-17.23072060934568,0
-36972.0309361344,47.64964055127314,0
-26199.032108193613,-14.254257752233542,0
-1292.032575765188,-38.82032597851385,0
-25959.03089656215,49.675887233729156,0
-33399.03046456215,72.58366539081828,0
-45905.032132255,-15.252680617890476,0
-20399.032249203883,-20.79828203820304,0
-24732.03222975388,-20.937632063831657,0
-35159.032199539826,-17.890192582451235,0
-15345.03192912534,-3.1646137080065415,0
-29225.03054799259,68.99585522391436,0
-13759.031995823578,-7.927631328314661,0
-26559.032141709235,-15.636231410380702,0
-21239.03183212754,0.40074994632840344,0
-28865.032032449584,-9.837556158818913,0
-58572.03056479627,67.33374055183484,0
-28865.032032449584,-9.837556158818913,0
-13759.031995823578,-7.927631328314661,0
-24732.03222975388,-20.937632063831657,0
-24572.03223767935,-20.97719120478368,0
-26559.032141709235,-15.636231410380702,0
-24572.03223767935,-20.97719120478368,0
-26399.032019438804,-9.432430137977562,0
-10199.032493048348,-34.34640410111099,0
-21239.03183212754,0.40074994632840344,0
-26199.032108193613,-14.254257752233542,0
-40932.0323238899,-24.485499031379533,0
-33399.03046456215,72.58366539081828,0
-26865.03213144577,-15.443842578120226,0
-26865.03213144577,-15.443842578120226,0
-29065.032033370546,-9.958154518282726,0
-29505.03220154025,-19.295120026002365,0
-50519.03073719473,58.253989731197436,0
-14705.032907547924,-55.990714981156835,0
-39905.03143032713,21.838944745399743,0
-23492.030648896936,62.84263705806748,0
-8105.031297370879,28.46907363265464,0
-4492.032548086689,-37.71118250374515,0
-26905.031998858554,-8.516335466825637,0
-29492.03204507375,-10.756306679078435,0
-26505.032584301836,-39.17292082786659,0
-19292.032182645926,-18.28640403105041,0
-13572.03198983171,-7.626975497175778,0
-26132.032049026544,-11.0080643683511,0
-9999.032484139461,-33.69303113713768,0
-26705.032125405764,-15.111549124950344,0
-17025.031830567284,0.6596382654283701,0
-3532.03163047845,10.928750105678105,0
-21305.031831244327,0.3510018587384707,0
-21425.03174813633,5.381618790705886,0
-41599.0307175426,59.362398761911095,0
-30305.03210615553,-13.529952094165154,0
-9465.030598494632,65.42882933489585,0
-15292.032006126072,-8.409531839590926,0
-32372.03245605927,-32.1758051372027,0
-6441.031770897011,3.917474258388509,0
-24732.03222975388,-20.937632063831657,0
-29065.032033370546,-9.958154518282726,0
-36972.0309361344,47.64964055127314,0
-13759.031995823578,-7.927631328314661,0
-26199.032108193613,-14.254257752233542,0
-25959.03089656215,49.675887233729156,0
-10199.032493048348,-34.34640410111099,0
-58572.03056479627,67.33374055183484,0
-44692.03127139408,30.24284278497771,0
-58572.03056737475,67.37963501261851,0
-62465.03217312161,-17.236594306957358,0
-38199.030684984464,60.83580784753508,0
-36932.030937449745,47.755728971185164,0
-26799.03213247063,-15.24776718657985,0
-65839.03218538454,-18.331268365321918,0
-57132.031409336574,23.744962778285128,0
-14105.031688240939,8.169487433064916,0
-45092.03204032473,-10.345137967610086,0
-33665.03225383963,-21.877675780754032,0
-25959.030894107622,49.79768599643566,0
-52732.03112834049,37.72026398711233,0
-29399.030581555708,66.64142961865747,0
-48799.03128002671,29.71456782346965,0
-26332.031755868375,4.988780811738579,0
-46132.03020993012,86.31569330301178,0
-26505.03248096205,-33.34046422597643,0
-29065.032036540448,-9.947329295304385,0
-45599.03049684691,70.96446227867844,0
-30692.030831366632,53.33788180833449,0
-45905.032132255,-15.252680617890476,0
-11239.032124887919,-14.499470338377435,0
-56225.03064206592,64.06426273001685,0
-22305.032553577767,-36.73779330767317,0
-25532.03201471499,-8.66414894945315,0
-29905.032079107827,-11.630406797645136,0
-33159.0317623358,4.538324422375567,0
-9439.032509100565,-34.889468077339956,0
-16532.032625914668,-40.74478866470311,0
-47172.032136305264,-14.82380740763277,0
-35759.03079884758,55.918913081051045,0
-69025.03212639547,-14.098519002178065,0
-62039.032620728016,-39.873607962230835,0
-41172.031599532755,13.677921886991143,0
-73025.03173896312,6.517014589904534,0
-59599.031987065944,-6.852820972526203,0
-50972.03204160766,-9.960017673638916,0
-55341.03134253205,26.653784924324555,0
-33654.03165376655,10.268979474885668,0
-12865.03182351956,0.8462782299597222,0
-11865.031742464722,5.323006418420761,0
-42338.032310558425,-24.265853023601437,0
-80839.03266462802,-42.40365403761322,5
-18979.03078716545,55.75552072064892,0
-52092.0328496696,-52.939477670808394,0
-28891.031988526374,-7.422302240762747,0
-24737.032587749156,-37.82587594768137,0
-28142.03205376939,-11.190308905865564,0
-36932.032134399604,-14.759322272165633,0
-30399.031994345074,-6.0629032249154875,0
-34772.03260478517,-39.48631451148684,0
-61505.03154456886,16.598592306822894,0
-74372.03004685402,95.566219202539,5
-18025.031981717533,-7.543936956423821,0
-40705.03021562903,86.0108687767459,0
-28199.030089185922,92.73429844691464,0
-29492.030590758863,66.59366042722715,0
-44639.032010942756,-8.0937507359928,0
-22879.032213834376,-19.356451327288426,0
-25959.030219805427,86.31682822723658,0
-82425.03203912394,-9.710477792172142,5
-44225.0319841046,-6.810159632991642,0
-5252.032117832772,-13.851193488686604,0
-36985.032048045075,-10.339206214333771,0
-7479.032075571449,-11.993776781666341,0
-37319.03209363148,-12.315614265444523,0
-38145.03207958088,-12.1968398428575,0
-26665.03207652751,-11.896169889025572,0
-32625.032027741312,-9.50823681295789,0
-22692.030255924154,83.716011893308,0
-32359.030091839173,93.26704457872293,0
-23892.030723341566,59.53957089921565,0
-23465.03012157604,91.60413676101447,0
-38252.03195636842,-5.543194759254348,0
-33732.03020925392,87.05579905289301,0
-34892.0320153966,-8.699989876312898,0
-34999.03016828341,88.65079510721134,0
-10212.032067003398,-11.569837435488935,0
-19305.03201535932,-9.059586368937445,0
-3065.0320338478778,-9.901388542224979,0
-26265.03021600016,85.62374695663343,0
-31945.031963982357,-5.764882858841972,0
-28025.030177871056,87.99607870413362,0
6747.968414009054,13.993766799945334,0
-34159.03203723492,-9.693760388675145,0
-4519.0319301191485,-4.599621573959823,0
-39065.03197737603,-6.876945280815832,0
-40185.03200376837,-7.189909809390983,0
-14359.032104133948,-13.595700172687955,0
-23559.031971035292,-5.840087257666738,0
-7959.032051258546,-10.86500370918965,0
-24825.03204121531,-9.680466034200506,0
-29279.030142570875,90.61449588635057,0
-24052.0300858182,93.04405998652555,0
-34812.03204630423,-9.963371620706852,0
-35585.03201482099,-8.641437525014865,0
-17212.03195512353,-5.365258435024671,0
-37145.031854895875,-0.4154822509071181,0
-4279.031457575009,20.16845527099929,0
-32359.03209867698,-12.961914557554863,0
-18705.032120793127,-13.866518390759353,0
-39876.03172888365,5.721157110590141,0
-43592.03105110026,41.50383560620773,0
-53839.032369198365,-26.553931514852707,0
-25159.03283364541,-51.383118147595546,0
-43732.031181815546,34.96984658814134,0
-69905.0313304633,27.532526868695157,0
-14665.031447672722,20.557915804001198,0
-92446.03147385907,20.23400350225097,5
-61285.03185103199,-0.2398883136597334,0
-54041.03148537601,18.82347758118175,0
-33465.03160800596,12.842577749804647,0
-46439.031676771614,9.334713561809536,0
-20905.031651220634,10.400326863039737,0
-73999.03177071843,4.7323538513889645,5
-66132.03172172661,6.9332911635754755,0
-43332.03193034671,-4.597857754784201,0
-51239.03273361543,-46.97312783991944,0
-51092.03264232684,-41.51355549298765,0
-19292.032368113374,-26.812323595747657,0
-27412.03192151297,-3.872624810729775,0
-15799.032166636083,-17.054496223037233,0
614124.968469171,10.69222186979971,6
-58012.03180311245,2.520428328370201,0
-20425.032375628332,-28.153502805844866,0
-37959.03195278146,-5.765935302014896,0
-32159.032620025915,-40.51600184991635,0
-21132.03214031132,-15.497213432090987,0
-9759.03253272752,-36.03689597334814,0
-14572.031897555426,-2.5462348448718757,0
-31532.032558447245,-37.05169249233184,0
-12709.031665547402,9.846124594066438,0
-21301.032533194317,-36.10314513634768,0
-23732.030890716822,50.513566427751584,0
-33919.03136381169,24.784267305778684,0
-50972.03277537963,-48.35849083299455,0
-39425.031801171426,2.1536044141440414,0
-25932.031463081163,19.953531113972446,0
-26932.031761722843,4.156464972344807,0
-28292.031818532414,1.1811498322526717,0
-892.0327741876827,-49.145734374812406,0
-26932.03212105896,-14.806770110483654,0
-6639.032388308522,-28.548385801814618,0
-26465.03262783785,-41.532634920062364,0
-1785.0322267703596,-20.488712196679955,0
-30559.031822934077,0.7564133517539062,0
-26839.031562757038,14.278457211211858,0
-33639.03253201538,-36.78421829013628,0
-27759.032519772067,-35.74936769906047,0
-40919.032813755824,-51.17168362179042,0
-22652.031515665352,17.046535135173485,0
-25945.032426388003,-30.94438158625327,0
-7372.032857640996,-53.67190639631664,0
-16492.03177597717,3.6008086486518636,0
-12159.03162074997,12.199181644935535,0
-27945.031754152762,4.541513329464578,0
-35345.03157912518,13.895828175756776,0
-20639.032680586242,-44.37369958258721,0
-51065.03249650783,-33.906095741056376,0
-63479.032182443625,-17.11304929639101,0
-40505.031873953034,-1.4797309372249714,0
-15305.032358365366,-27.248704961791788,0
-56399.03237238043,-27.6159337357538,0
-139359.03406254452,-115.02521689567763,5
-134572.03187308135,0.9629993628778237,5
-15403.032095370989,-12.280525297304365,0
-93239.0325493877,-35.12892698713081,5
-108399.03249013999,-32.21697590224758,5
-32732.03205941731,-9.807299158769226,0
-140239.0323283669,-23.32937195284387,5
-106239.03158654325,15.744500299243356,5
-108612.03247673564,-31.34230099674717,5
-168119.0315900557,16.035396975142532,5
-37399.03244522863,-31.406109660806692,0
-50225.03173451609,6.346768199925478,0
-100332.03166510549,10.336096910145457,5
-60732.030994310364,45.27505740664091,0
-21132.031092778372,40.61749935995181,0
-20465.03203401991,-8.812280589768818,0
-43696.031792509806,3.53307729555182,0
-43139.032537270716,-35.7433366468525,0
-32959.03260951053,-40.72165302680776,0
-18723.031810552347,1.6454403579026717,0
-15705.031009181344,44.30517997565627,0
-11943.031825268175,0.38595104130270386,0
-11269.031088636955,39.516591495652676,0
-34315.03138904943,23.937682289398964,0
-19905.032523924106,-36.13512935271103,0
18294.967954176536,-10.831865145206763,3
22960.967192885,-51.45959392411957,3
-7759.0325542289065,-37.86800399077893,0
-10692.031977300765,-7.653399291521268,0
-4172.032259632513,-22.211088400926016,0
-34292.03149582617,17.87306658864776,0
-9865.03246258013,-33.05532617119886,0
-9172.031548697356,15.219775324164459,0
-29439.03254000572,-37.14990035782681,0
-7465.033095286577,-66.61436570806879,0
-30692.032464312942,-33.050730441278134,0
-25132.031251339853,30.822762225246464,0
-4665.032217314147,-20.07439431653026,0
-30225.03031973113,80.08387289850944,0
-12332.03255162036,-37.35149067366015,0
-19465.032439097908,-31.801979866347082,0
-32692.03233881123,-26.356260807666317,0
-27225.031974087586,-7.010284157703765,0
-21879.031409439573,23.389991432434925,0
-46172.03159099893,14.063907799627358,0
-16679.032356787677,-26.931388189574264,0
-29692.032664290164,-42.80503088929615,0
-32305.03225413544,-21.13462854775416,0
-23994.032200430927,-18.26735697477848,0
-28959.032640929974,-41.48961421164903,0
-38092.03259885439,-39.316264941212864,0
-45105.032631946146,-40.98920855416728,0
13528.9691973546,55.61773099881668,3
-25155.03216012707,-15.41575618613173,0
10760.967462672765,-36.03517771351409,3
-46145.032733636355,-45.78913222663101,0
-59265.03256866173,-36.59990803457681,0
-17332.032427965023,-29.492148065783326,0
-27732.031952411955,-5.38468465452425,0
-59025.032103663834,-12.390321558963691,0
-31665.032392666733,-28.49545166717968,0
-46105.03134132482,26.469756493830317,0
6144.967295632232,-45.20148030339692,0
-39133.03196401574,-6.238762171215313,0
-34065.032454128755,-31.600393796868048,0
-40425.03235940554,-26.055732885837443,0
-107632.03264417127,-40.21168290217544,5
162294.9674975694,-35.431256588450594,1
-45332.0317669161,5.107105099155291,0
-54425.03282265487,-50.5213367896826,0
-84825.03239507429,-28.465957158745496,5
-63039.03141218715,23.342836261618913,0
-86781.03209183688,-12.627890906275084,5
-50836.031436420715,21.760437981643605,0
-6092.032589056616,-40.649690378712705,0
-41599.031685776514,7.016374626613839,0
-7799.031580082839,12.615742422879975,0
-44292.03222195347,-21.074391349974036,0
-12039.032352130045,-28.205922897663754,0
-39172.0326058557,-41.58808863727674,0
-56265.03147412237,18.435974657762273,0
-19665.031901984563,-4.098561735109669,0
-68399.03154462652,14.642020968901662,0
-31239.03236395886,-28.794097191851108,0
-17732.032667666266,-44.713984530987304,0
-11292.032623729581,-40.94537880290959,0
-41972.031916471315,-5.126424597676234,0
-58599.03265304392,-43.51353439240458,0
-8292.031430240459,20.494364887644053,0
-19768.031601470866,13.841780725477676,0
-26780.031897608656,-1.9380468841323335,0
-31159.032533639285,-36.54447104136017,0
-22199.032058391225,-10.938616073695457,0
-3065.0308820982464,51.041538805741,0
-30559.031551941764,16.00503694604842,0
-1825.0319380357687,-5.0193023364694085,0
-19799.03265885645,-42.537058957818886,0
-6625.031582853961,13.986752124461958,0
-42839.03194072851,-5.209911773034477,0
87484.96906562214,46.57629696784696,3
44669.96871686267,28.613730100134205,3
86595.96730550926,-45.99739236455781,3
22909.967978569097,-9.562678039814998,3
48796.96802550074,-7.673605014761264,3
44956.96743495934,-38.34733633951751,3
70608.96740738634,-40.562695758733256,3
56058.967394627514,-41.015094894816315,3
55457.96736880869,-42.243656891226706,3
88137.9673846059,-41.913678180429514,1
-5198.032568152004,-38.210710212516574,0
-51732.03201198121,-7.333340248202333,0
-81532.03081592401,55.818444313643994,5
-36832.0325407075,-35.37233004291704,0
-78632.0320430513,-8.645099295708775,5
-45432.03274793955,-46.285602948620024,0
-28391.03249833276,-33.451773854077246,0
-20332.0324474652,-30.68289291035508,0
-52952.032533126825,-34.97808473801976,0
-73032.03085922444,53.41961880675788,0
-57832.031406347116,24.452244475193112,0
-56432.03244890034,-30.314358042825987,0
-83732.03120557553,35.25317791801743,5
-76732.032536226,-34.62813859416441,5
-15432.032409128646,-28.782183759764024,0
-94170.03249079849,-32.52341777144662,5
60367.968189850624,2.1698549650221253,3
-57432.032069751935,-10.38913053484579,0
-60232.031264970574,32.13766858739686,0
-79432.0327992242,-48.51548777190614,5
-77632.03199609488,-6.126779970537058,5
-29474.031533369154,16.736375669764328,0
-27895.03244724762,-31.605981917570702,0
-26130.031695472222,8.570595963945465,0
-23252.031214353658,32.117732246215155,0
-83852.03150011913,17.868117856110217,5
123760.96810876334,-4.632566714168149,1
-55332.03092501676,48.13350049690868,0
-58613.03265908922,-42.52905192550159,0
-25225.031855174864,0.5322146773225,0
-29529.03254692786,-36.23718261752943,0
-37063.03189672757,-1.5892557616572702,0
-27017.03094172466,48.11403382578732,0
-483.0326592991187,-41.41724312319889,0
-15249.031054193969,41.45222173261922,0
-17969.03200772096,-8.450982625318161,0
-56249.03062944964,64.67575451979275,0
-42835.03253490312,-35.545991482096696,0
-42835.03193572868,-4.439872049254376,0
-29439.032211170852,-19.199426535573224,0
-50932.03205224816,-9.949768623866106,0
-32105.03214642324,-15.459645359301874,0
-65532.032380546705,-26.671925138750225,0
-54265.03224205499,-20.30990460310636,0
-31532.03212172637,-14.171099825801306,0
-36359.0321381331,-14.946923332225552,0
-39572.03240279513,-28.50334590267147,0
-73265.03187797201,-0.9481434738790284,0
-30092.03193965985,-4.540195586350251,0
-66225.03199149531,-6.780881452552791,0
-60905.0320799739,-11.45385379790929,0
-39492.032402491925,-28.816757696292598,0
-41199.03064344227,64.19429225517482,0
-44759.03205293577,-9.968211678324224,0
-53999.032131381595,-14.589583759393733,0
-52599.03215506335,-15.750472301425674,0
-60105.03208670777,-12.42538794585974,0
-68199.03235929672,-26.632131875699443,0
-49092.03199825619,-7.234106674449492,0
-65092.03239599924,-28.079307421512013,0
-65439.0319773244,-6.584436040075786,0
-30759.032073269016,-12.269131056046817,0
-40439.03052065047,70.10820572057958,0
-38732.03240865341,-29.387214309605298,0
-72572.03188156825,-1.4894640803478438,0
-28399.03190493153,-3.2198612088940166,0
-28399.03190493153,-3.2198612088940166,0
-53505.03223521396,-20.315236183158603,0
-50425.032078525546,-12.103855355023683,0
-31225.03216435993,-16.86866184611351,0
-35332.03214177038,-15.718166731971124,0
-57905.03218797699,-17.4055012311416,0
-68425.03238802787,-27.5240298489951,0
-65092.03239599924,-28.079307421512013,0
-29439.032211170852,-19.199426535573224,0
-38199.03215081396,-16.006640651833763,0
-28585.032129864616,-14.9083472259003,0
-57905.03218797699,-17.4055012311416,0
-47865.03222763262,-19.724995921692198,0
-68865.03189289614,-2.0527515524475177,0
-38692.03242250002,-30.422459798960617,0
-50652.0321489363,-15.773008868784075,0
-36479.03145482013,21.06995567642403,0
-50652.0321489363,-15.773008868784075,0
-35332.03214177038,-15.718166731971124,0
-68865.03189289614,-2.0527515524475177,0
-47865.03222763262,-19.724995921692198,0
-56092.03214071409,-15.068586976154407,0
-36479.03145482013,21.06995567642403,0
-28585.032129864616,-14.9083472259003,0
-62905.03200163055,-7.8770209094094525,0
-65585.03239220253,-28.149705120968036,0
-59545.03242573133,-30.141299689124423,0
-66732.03238426134,-27.879691991205334,0
-65585.03239220253,-28.149705120968036,0
-62905.03200163055,-7.8770209094094525,0
-69785.03234255075,-25.17151148989231,0
-65505.03192793872,-4.095526703161838,0
-59545.03242573133,-30.141299689124423,0
-56092.03214071409,-15.068586976154407,0
-69785.03234255075,-25.17151148989231,0
-66732.03238426134,-27.879691991205334,0
-65505.03192793872,-4.095526703161838,0
-59172.032217652915,-19.297982979275233,0
-54065.032509540295,-34.42255737982141,0
-36425.032528222335,-35.31138481281175,0
-49932.032147702266,-15.794493879344884,0
-36239.031451805844,21.405798693148967,0
-41065.03197357268,-6.195972155603371,0
-26959.031939992798,-4.412718311838972,0
-50865.03224007919,-20.52721406569097,0
-58065.0320291181,-9.03362950792534,0
-38092.030562775966,68.16659894382573,0
-37172.03241747926,-29.1163446360938,0
-36572.032128341816,-14.832454031870327,0
-52532.03168047656,9.326731910670631,0
-49159.03232686099,-24.824567401393722,0
-59759.032204498915,-18.240029779462134,0
-70932.0322828803,-21.911520190272626,0
-49092.03203640555,-9.48838317062355,0
-40332.031423827284,22.486164598303134,0
-70832.0322229726,-19.292170250477056,0
-78532.03236197142,-26.34259552277186,5
-58832.03153178125,17.052180184273737,0
-70432.0323339616,-24.944201967376756,0
-75199.03161217427,13.04453720725877,5
-78432.03081610826,55.111630588791144,5
-68315.03252994694,-35.43137308990414,0
-72032.03215081294,-15.463050001675185,0
-79632.03228717067,-22.512462166156226,5
-68043.03172454223,7.030137299578897,0
-81995.03143666862,22.300618443973264,5
-78132.03164007798,11.555558488171343,5
-77632.03225769466,-21.034390535009905,5
-75332.03244543058,-30.82393282076481,5
